phenotype,Rv0678,Rv2983,atpE,ddn,eis,embB,ethA,fabG1,fbiA,fbiB,fbiC,fgd1,gid,gyrA,gyrB,inhA,katG,mmpL5,pepQ,pncA,rplC,rpoB,rpsL,rrl,rrs,tlyA
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,9.948757e-17,4.674612e-15,2.9624898e-16,0.055555556,0.055555556,1.2454698e-18,3.302892e-16,0.055555556,1.07157894e-19,0.055555556,4.3784094e-16,0.055555556,0.055555556,0.055555556,3.4780204e-15
Susceptible,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.3863475e-20,0.05,1.966267e-19,3.6521034e-21,0.05,0.05,0.05,6.1376943e-21,0.05,0.05,0.05,0.05,0.05,5.5238986e-20,0.05,1.434524e-19
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,6.3909546e-15,0.05882353,2.1630458e-15,8.224925e-14,5.895501e-15,4.3079808e-14,0.05882353,3.3928282e-17,7.967473e-15,0.05882353,0.05882353,0.05882353,9.6211355e-15,0.05882353,0.05882353,0.05882353,6.322371e-14
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,2.1149796e-15,0.04761905,4.0633623e-15,0.04761905,0.04761905,0.04761905,7.67853e-15,0.04761905,0.04761905,0.04761905,7.606289e-15,0.04761905,0.04761905,0.04761905,1.4288863e-13
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,1.9615327e-12,0.055555556,6.513228e-13,1.4203919e-11,1.1446911e-12,0.055555556,0.055555556,9.028925e-15,2.2739991e-12,0.055555556,0.055555556,0.055555556,1.9530324e-12,0.055555556,0.055555556,0.055555556,1.7446608e-11
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,2.8349302e-19,3.0574223e-17,7.724269e-19,0.05882353,0.05882353,1.0881817e-21,1.2963973e-18,0.05882353,1.9265659e-23,0.05882353,1.561405e-18,0.05882353,9.942672e-18,0.05882353,2.6004092e-17
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.3401612e-13,1.7588878e-14,0.045454547,0.045454547,0.045454547,2.2505228e-14,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.1721405e-13
Susceptible,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.9583424e-26,4.769442e-28,0.05,9.419075e-28,0.05,0.05,0.05,8.9635414e-27,0.05,0.05,0.05,4.259479e-27,0.05,0.05,0.05,2.3971057e-24
Susceptible,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,8.217449e-12,1.13302596e-10,1.4233728e-11,0.05263158,0.05263158,2.2626806e-13,2.120617e-11,0.05263158,0.05263158,0.05263158,2.1665711e-11,0.05263158,0.05263158,0.05263158,1.3427995e-10
Susceptible,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3.099845e-12,4.2097402e-13,2.3453101e-12,0.05,0.05,3.502534e-13,0.05,0.05,0.05,0.05,0.05,0.05,9.5843585e-12,1.8571978e-12
Susceptible,0.05,0.05,0.05,0.05,0.05,3.2469363e-20,0.05,0.05,0.05,0.05,0.05,0.05,2.608988e-19,4.6851914e-21,0.05,0.05,0.05,9.072966e-21,0.05,0.05,0.05,0.05,0.05,0.05,1.5926666e-18,2.2780838e-19
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,1.6237726e-29,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,1.7435754e-30,0.045454547,0.045454547,0.045454547,2.3546293e-30,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,4.0963456e-28
Susceptible,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,7.4827596e-19,6.510199e-17,1.5685502e-18,0.05263158,0.05263158,2.3917954e-21,0.05263158,0.05263158,2.9599667e-23,0.05263158,3.2346416e-18,0.05263158,0.05263158,0.05263158,6.8811e-17
Susceptible,0.0625,0.0625,0.0625,0.0625,9.3026186e-21,2.5964938e-20,0.0625,0.0625,0.0625,0.0625,0.0625,1.94518e-21,3.338802e-19,6.505879e-21,1.5206644e-19,0.0625,2.6633301e-24,1.7173105e-20,0.0625,0.0625,0.0625,1.5381604e-20,0.0625,0.0625,0.0625,3.7735713e-19
Susceptible,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,6.8062346e-15,2.07157e-13,1.0926546e-14,0.05263158,0.05263158,7.6359133e-17,2.438234e-14,0.05263158,0.05263158,0.05263158,2.0542643e-14,0.05263158,0.05263158,0.05263158,2.5027208e-13
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,7.068546e-19,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.8949263e-19,0.04761905,0.04761905,4.53891e-22,2.3532593e-19,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,4.078497e-18
Susceptible,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,1.6345031e-11,0.04347826,0.04347826,0.04347826,2.5582553e-11,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,2.0516686e-10
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,1.0543316e-29,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,1.6235131e-31,4.550414e-28,8.147333e-31,1.1989424e-28,0.05882353,4.906562e-36,4.26665e-30,0.05882353,0.05882353,0.05882353,3.177389e-30,0.05882353,0.05882353,0.05882353,6.8021433e-28
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,4.4002907e-23,4.719396e-25,2.2150553e-22,2.034982e-24,0.05882353,0.05882353,2.2220475e-28,4.2548956e-24,0.05882353,3.815624e-30,0.05882353,4.9215328e-24,0.05882353,0.05882353,0.05882353,1.7756627e-22
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,1.3901254e-26,0.05882353,0.05882353,0.05882353,0.05882353,5.7531373e-29,1.2320017e-25,1.6607233e-28,0.05882353,0.05882353,0.05882353,1.0460001e-27,0.05882353,0.05882353,4.0250975e-28,7.699258e-28,0.05882353,0.05882353,1.427622e-24,2.0325683e-25
Susceptible,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.9572913e-22,0.05,1.0451324e-21,0.05,0.05,0.05,8.342126e-22,0.05,0.05,0.05,2.4208919e-21,0.05,5.2276656e-21,0.05,1.9502725e-20
Susceptible,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.44620094,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.09087337,0.24775527,0.0037770388,0.0037770388,0.0037770388,0.07591686,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.0037770388,0.059935726
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,3.5853094e-09,3.1213506e-08,5.519299e-09,0.055555556,0.055555556,8.5159164e-11,9.908764e-09,0.055555556,0.055555556,0.055555556,7.973557e-09,8.71292e-09,0.055555556,0.055555556,4.8804285e-08
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,3.0425562e-12,0.04761905,4.5076065e-12,0.04761905,0.04761905,0.04761905,8.202627e-12,0.04761905,0.04761905,0.04761905,7.286278e-12,0.04761905,0.04761905,0.04761905,9.161611e-11
Susceptible,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.5532987e-17,0.05,7.004536e-17,0.05,0.05,0.05,2.0249056e-16,0.05,0.05,0.05,1.6345473e-16,0.05,0.05,1.3219824e-14,5.3464084e-15
Susceptible,0.0,0.071428575,0.071428575,0.0,0.0,0.0,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.0,0.0,0.0,0.0,0.071428575,0.0,0.0,0.071428575,0.071428575,0.071428575,0.0,0.071428575,0.071428575,0.071428575,0.0
Susceptible,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,1.2492647e-26,6.1212925e-26,0.071428575,0.071428575,3.231962e-27,0.071428575,2.7035167e-28,3.536118e-25,1.1886459e-27,1.1161366e-25,0.071428575,3.3189757e-32,5.646687e-27,0.071428575,0.071428575,0.071428575,4.683072e-27,0.071428575,4.4459557e-26,0.071428575,4.2484193e-25
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,9.149901e-20,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,2.2216921e-20,2.7495868e-18,7.290652e-20,0.05882353,0.05882353,6.22886e-23,1.2672597e-19,0.05882353,2.8367296e-24,0.05882353,1.4112948e-19,0.05882353,0.05882353,0.05882353,2.2557513e-18
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,1.9616409e-20,2.3510413e-18,6.3106475e-20,0.055555556,0.055555556,6.7738135e-23,9.280183e-20,0.055555556,1.7314686e-24,0.055555556,1.164169e-19,0.055555556,0.055555556,0.055555556,1.9040837e-18
Susceptible,5.3499316e-23,0.0625,0.0625,0.0625,0.0625,1.3165894e-24,0.0625,0.0625,0.0625,0.0625,0.0625,5.607976e-26,2.5278903e-23,2.4896174e-25,1.0188928e-23,0.0625,3.1735552e-29,5.5281375e-25,0.0625,0.0625,0.0625,6.435321e-25,0.0625,0.0625,0.0625,2.306874e-23
Susceptible,0.049999967,0.049999967,0.049999967,0.049999967,0.049999967,0.049999967,0.049999967,0.049999967,0.049999967,0.049999967,0.049999967,3.924942e-08,0.049999967,7.5080656e-08,1.7590605e-07,0.049999967,0.049999967,5.866396e-08,0.049999967,0.049999967,0.049999967,8.327777e-08,0.049999967,0.049999967,0.049999967,1.9449033e-07
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,1.6237726e-29,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,1.7435754e-30,0.045454547,0.045454547,0.045454547,2.3546293e-30,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,4.0963456e-28
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,3.0425562e-12,0.04761905,4.5076065e-12,0.04761905,0.04761905,0.04761905,8.202627e-12,0.04761905,0.04761905,0.04761905,7.286278e-12,0.04761905,0.04761905,0.04761905,9.161611e-11
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,6.717421e-25,0.05882353,0.05882353,7.245059e-24,0.05882353,0.05882353,2.2067435e-26,1.3533589e-23,9.138571e-26,0.05882353,0.05882353,8.41228e-30,2.4640374e-25,0.05882353,0.05882353,0.05882353,2.5700933e-25,0.05882353,0.05882353,0.05882353,1.458042e-23
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,9.069645e-18,0.055555556,0.055555556,0.055555556,3.491661e-18,7.5237946e-17,7.560276e-17,0.055555556,1.0332209e-17,1.6528413e-16,0.055555556,0.055555556,0.055555556,0.055555556,6.311404e-17,0.055555556,1.6967816e-16
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,2.7487856e-21,4.190706e-23,1.249846e-20,1.6962634e-22,0.05882353,0.05882353,3.421667e-26,3.2777133e-22,0.05882353,9.205529e-28,0.05882353,3.7600102e-22,0.05882353,0.05882353,0.05882353,1.0296888e-20
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,2.1799004e-10,3.19449e-11,0.04761905,0.04761905,0.04761905,3.9335566e-11,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.9750675e-10,0.04761905,1.9109558e-10
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.3401612e-13,1.7588878e-14,0.045454547,0.045454547,0.045454547,2.2505228e-14,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.1721405e-13
Susceptible,0.05,0.05,0.05,0.05,0.05,7.535408e-10,0.05,0.05,2.5459062e-09,0.05,0.05,0.05,0.05,1.2316805e-10,0.05,0.05,0.05,4.1758072e-10,0.05,0.05,0.05,2.1843209e-10,0.05,0.05,0.05,4.180798e-09
Susceptible,0.071428575,0.071428575,0.071428575,7.01384e-15,0.071428575,1.4233489e-14,5.4995616e-14,0.071428575,0.071428575,0.071428575,0.071428575,3.5519876e-15,7.701349e-14,1.1137801e-14,5.5093676e-14,0.071428575,1.6140272e-16,1.01566476e-14,0.071428575,0.071428575,0.071428575,1.6149342e-14,2.364917e-14,0.071428575,0.071428575,4.836269e-14
Susceptible,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,8.217449e-12,1.13302596e-10,1.4233728e-11,0.05263158,0.05263158,2.2626806e-13,2.120617e-11,0.05263158,0.05263158,0.05263158,2.1665711e-11,0.05263158,0.05263158,0.05263158,1.3427995e-10
Susceptible,0.05,0.05,0.05,0.05,0.05,7.60443e-12,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.016826e-12,1.6412118e-11,0.05,0.05,2.3920187e-12,0.05,0.05,0.05,0.05,0.05,1.2857669e-11,0.05,1.428512e-11
Susceptible,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,8.217449e-12,1.13302596e-10,1.4233728e-11,0.05263158,0.05263158,2.2626806e-13,2.120617e-11,0.05263158,0.05263158,0.05263158,2.1665711e-11,0.05263158,0.05263158,0.05263158,1.3427995e-10
Susceptible,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,3.8674016e-24,0.00047982225,3.8674016e-24,0.0006816398,3.8674016e-24,3.8674016e-24,0.99845505,7.75614e-05,3.8674016e-24,3.8674016e-24,3.8674016e-24,0.00018894259,0.00011592159,3.8674016e-24,3.8674016e-24,1.0891476e-06
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,3.0425562e-12,0.04761905,4.5076065e-12,0.04761905,0.04761905,0.04761905,8.202627e-12,0.04761905,0.04761905,0.04761905,7.286278e-12,0.04761905,0.04761905,0.04761905,9.161611e-11
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,2.7348972e-22,5.7298e-20,8.245366e-22,0.055555556,0.055555556,3.2705547e-25,1.8191475e-21,0.055555556,4.4139876e-27,0.055555556,1.8251254e-21,0.055555556,0.055555556,0.055555556,5.3914857e-20
Susceptible,0.055555556,1.2979536e-16,0.055555556,6.154159e-16,0.055555556,3.202001e-15,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,3.323506e-16,0.055555556,7.645314e-16,0.055555556,0.055555556,0.055555556,1.4249586e-15,0.055555556,0.055555556,0.055555556,1.3661675e-15,0.055555556,0.055555556,0.055555556,2.0262724e-14
Susceptible,0.07692308,0.07692308,0.07692308,0.07692308,0.07692308,5.5740523e-11,9.845568e-11,1.18725065e-11,0.07692308,0.07692308,0.07692308,1.6826153e-11,1.8493039e-10,3.1270223e-11,1.1651985e-10,0.07692308,1.2812234e-12,3.822687e-11,0.07692308,0.07692308,4.7842095e-11,4.7698227e-11,0.07692308,0.07692308,4.435488e-10,1.2854741e-10
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,5.9476745e-22,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,7.5191066e-23,0.045454547,0.045454547,0.045454547,1.5617094e-22,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,7.404405e-21
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.5846466e-13,1.8034095e-14,1.08328074e-13,0.04761905,0.04761905,1.2926201e-14,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.0224614e-13
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,2.1799004e-10,3.19449e-11,0.04761905,0.04761905,0.04761905,3.9335566e-11,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.9750675e-10,0.04761905,1.9109558e-10
Susceptible,0.06666667,0.06666667,0.06666667,0.06666667,0.06666667,2.563728e-16,0.06666667,0.06666667,0.06666667,0.06666667,4.7210874e-16,2.2266825e-17,1.3974559e-15,4.065547e-17,6.6442016e-16,0.06666667,1.04103155e-19,1.2617711e-16,0.06666667,1.6311928e-21,0.06666667,7.962293e-17,0.06666667,0.06666667,0.06666667,1.721883e-15
Susceptible,0.049999986,0.049999986,0.049999986,0.049999986,0.049999986,3.7977262e-08,0.049999986,0.049999986,0.049999986,0.049999986,0.049999986,0.049999986,0.049999986,1.3890546e-08,5.745667e-08,0.049999986,0.049999986,2.4538936e-08,0.049999986,0.049999986,0.049999986,1.8510724e-08,0.049999986,0.049999986,0.049999986,1.3275015e-07
Susceptible,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0
Susceptible,0.0625,0.0625,0.0625,0.0625,0.0625,4.4511973e-16,1.4638126e-15,0.0625,0.0625,0.0625,0.0625,5.5824745e-17,3.4918012e-15,1.7066168e-16,1.7948114e-15,0.0625,4.1278272e-19,3.2267635e-16,0.0625,0.0625,0.0625,3.5020442e-16,0.0625,8.5519686e-16,0.0625,0.0625
Susceptible,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,1.3366218e-31,0.04347826,0.04347826,0.04347826,2.4531777e-31,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,0.04347826,7.800444e-29
Susceptible,0.06666667,0.06666667,0.06666667,0.06666667,0.06666667,3.2166138e-18,1.22827495e-17,0.06666667,0.06666667,0.06666667,0.06666667,3.7121408e-19,2.9896382e-17,1.1417766e-18,1.4555e-17,0.06666667,3.0121146e-21,2.077119e-18,0.06666667,0.06666667,0.06666667,2.594045e-18,0.06666667,7.316732e-18,0.06666667,2.0194438e-17
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,3.6282657e-23,6.231403e-25,3.1965161e-22,1.6135738e-24,0.055555556,0.055555556,0.055555556,4.6494795e-24,0.055555556,0.055555556,0.055555556,5.143247e-24,0.055555556,0.055555556,2.7862343e-21,3.8997562e-22
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.3401612e-13,1.7588878e-14,0.045454547,0.045454547,0.045454547,2.2505228e-14,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.1721405e-13
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,2.6721092e-13,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.3364082e-13,0.04761905,0.04761905,0.04761905,9.8230926e-14,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,4.0372856e-13,0.04761905,5.6456017e-13
Susceptible,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,8.217449e-12,1.13302596e-10,1.4233728e-11,0.05263158,0.05263158,2.2626806e-13,2.120617e-11,0.05263158,0.05263158,0.05263158,2.1665711e-11,0.05263158,0.05263158,0.05263158,1.3427995e-10
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,7.6591785e-15,6.936964e-14,0.04761905,0.04761905,1.0083848e-14,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,6.1233326e-14,0.04761905,1.04715376e-13
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,1.5661006e-17,9.570616e-16,4.48049e-17,0.05882353,0.05882353,1.2143818e-19,6.06008e-17,0.05882353,8.893555e-21,0.05882353,7.468769e-17,0.05882353,0.05882353,4.3214503e-15,7.3351904e-16
Susceptible,0.05,0.05,0.05,0.05,0.05,7.60443e-12,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.016826e-12,1.6412118e-11,0.05,0.05,2.3920187e-12,0.05,0.05,0.05,0.05,0.05,1.2857669e-11,0.05,1.428512e-11
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,5.4021813e-14,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,7.932809e-15,1.9927349e-13,1.7391015e-14,0.05882353,0.05882353,2.0797393e-16,2.3188186e-14,0.05882353,1.7184444e-17,0.05882353,2.5640314e-14,0.05882353,0.05882353,0.05882353,1.6394603e-13
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,1.4461067e-33,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,1.8255754e-34,0.045454547,0.045454547,0.045454547,1.8466156e-34,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,5.2222553e-32
Susceptible,0.049999747,0.049999747,0.049999747,0.049999747,0.049999747,8.86636e-07,0.049999747,0.049999747,0.049999747,0.049999747,0.049999747,0.049999747,1.3173673e-06,6.194051e-07,0.049999747,0.049999747,0.049999747,5.2868876e-07,0.049999747,0.049999747,0.049999747,6.9456934e-07,0.049999747,0.049999747,0.049999747,1.0602105e-06
Susceptible,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,1.803861e-20,0.05882353,0.05882353,0.05882353,0.05882353,0.05882353,1.6159954e-21,2.1905808e-19,6.652382e-21,1.1183782e-19,0.05882353,4.6019905e-24,1.0233374e-20,0.05882353,0.05882353,0.05882353,1.3150142e-20,0.05882353,0.05882353,0.05882353,1.8002599e-19
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,4.192766e-21,0.04761905,0.04761905,0.04761905,0.04761905,6.963678e-21,0.04761905,0.04761905,6.309277e-22,0.04761905,0.04761905,0.04761905,1.2822286e-21,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,5.030218e-20
Susceptible,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.124087e-20,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,3.4731557e-21,0.045454547,0.045454547,0.045454547,5.8665794e-21,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,0.045454547,2.2586834e-19
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,3.7211706e-11,0.04761905,0.04761905,9.9852814e-11,0.04761905,2.2159273e-10,5.6305526e-11,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.079057e-10
Susceptible,0.07692308,4.1235383e-26,0.07692308,0.07692308,0.07692308,1.7942754e-24,0.07692308,1.1853731e-25,2.0049001e-23,0.07692308,0.07692308,1.2172852e-25,5.1974394e-23,7.2145742e-25,1.9321873e-23,0.07692308,1.0467052e-28,1.1643238e-24,0.07692308,0.07692308,0.07692308,1.866577e-24,0.07692308,4.6703224e-24,0.07692308,3.3412342e-23
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,3.1710162e-14,1.8369515e-15,0.04761905,0.04761905,0.04761905,2.5733496e-15,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.1538592e-13,2.6249717e-14
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,6.871206e-14,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,2.7544663e-14,6.5900166e-13,5.620901e-14,0.055555556,0.055555556,3.381115e-16,1.0222945e-13,0.055555556,0.055555556,0.055555556,9.439272e-14,0.055555556,0.055555556,0.055555556,7.6814726e-13
Susceptible,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,2.0242856e-25,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,1.927611e-26,0.04761905,0.04761905,0.04761905,4.0121718e-26,0.04761905,0.04761905,0.04761905,5.6655423e-26,0.04761905,0.04761905,0.04761905,4.6895643e-24
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,5.68468e-16,0.055555556,0.055555556,0.055555556,4.217083e-15,0.055555556,0.055555556,0.055555556,0.055555556,4.040109e-16,0.055555556,0.055555556,0.055555556,4.9409523e-16,0.055555556,0.055555556,0.055555556,8.252849e-16,0.055555556,2.7375893e-15,2.7802347e-14,5.1246654e-15
Susceptible,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,5.179016e-18,3.18041e-16,1.3594546e-17,0.055555556,0.055555556,4.1649145e-20,2.0233958e-17,0.055555556,1.6778603e-21,0.055555556,2.3629198e-17,0.055555556,0.055555556,0.055555556,2.5721577e-16
Susceptible,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,1.2363113e-21,2.581345e-23,6.415419e-21,1.1962046e-22,2.955637e-21,0.05263158,0.05263158,1.3211716e-22,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,3.7970535e-21
Susceptible,0.05,0.05,0.05,0.05,0.05,2.8114686e-20,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.719744e-21,0.05,0.05,0.05,6.820164e-21,1.960313e-19,0.05,0.05,6.428765e-21,0.05,0.05,0.05,2.9734605e-19
